Head
-639.575
-634.0715
-628.568
-623.0645
-617.561
-612.0575
-606.554
-601.0505
-595.547
-590.0435
-584.54
-579.0365
-573.533
-568.0295
-562.526
-557.0225
-551.519
-546.0155
-540.512
-535.0085
-529.505
-524.0015
-518.498
-512.9945
-507.491
-501.9875
-496.484
-490.9805
-485.477
-479.9735
-474.47
-473.867
-473.264
-472.661
-472.058
-471.455
-470.852
-470.249
-469.646
-469.043
-468.44
-467.837
-467.234
-466.631
-466.028
-465.425
-464.822
-464.219
-463.616
-463.013
-462.41
-462.6285
-462.847
-463.0655
-463.284
-463.5025
-463.721
-463.9395
-464.158
-464.3765
-464.595
-464.8135
-465.032
-465.2505
-465.469
-465.6875
-465.906
-466.1245
-466.343
-466.5615
-466.78
-469.0425
-471.305
-473.5675
-475.83
-478.0925
-480.355
-482.6175
-484.88
-487.1425
-489.405
-491.6675
-493.93
-496.1925
-498.455
-500.7175
-502.98
-505.2425
-507.505
-509.7675
-512.03
-513.896
-515.762
-517.628
-519.494
-521.36
-523.226
-525.092
-526.958
-528.824
-530.69
-532.556
-534.422
-536.288
-538.154
-540.02
-541.886
-543.752
-545.618
-547.484
-549.35
-551.216
-553.082
-554.948
-556.814
-558.68
-560.546
-562.412
-564.278
-566.144
-568.01
-568.33925
-568.6685
-568.99775
-569.327
-569.65625
-569.9855
-570.31475
-570.644
-570.97325
-571.3025
-571.63175
-571.961
-572.29025
-572.6195
-572.94875
-573.278
-573.60725
-573.9365
-574.26575
-574.595
-574.92425
-575.2535
-575.58275
-575.912
-576.24125
-576.5705
-576.89975
-577.229
-577.55825
-577.8875
-578.21675
-578.546
-578.87525
-579.2045
-579.53375
-579.863
-580.19225
-580.5215
-580.85075
-581.18
-580.2485
-579.317
-578.3855
-577.454
-576.5225
-575.591
-574.6595
-573.728
-572.7965
-571.865
-570.9335
-570.002
-569.0705
-568.139
-567.2075
-566.276
-565.3445
-564.413
-563.4815
-562.55
-561.6185
-560.687
-559.7555
-558.824
-557.8925
-556.961
-556.0295
-555.098
-554.1665
-553.235
-552.3035
-551.372
-550.4405
-549.509
-548.5775
-547.646
-546.7145
-545.783
-544.8515
-543.92
-542.927
-541.934
-540.941
-539.948
-538.955
-537.962
-536.969
-535.976
-534.983
-533.99
-532.997
-532.004
-531.011
-530.018
-529.025
-528.032
-527.039
-526.046
-525.053
-524.06
-523.067
-522.074
-521.081
-520.088
-519.095
-518.102
-517.109
-516.116
-515.123
-514.13
-513.137
-512.144
-511.151
-510.158
-509.165
-508.172
-507.179
-506.186
-505.193
-504.2
-503.23425
-502.2685
-501.30275
-500.337
-499.37125
-498.4055
-497.43975
-496.474
-495.50825
-494.5425
-493.57675
-492.611
-491.64525
-490.6795
-489.71375
-488.748
-487.78225
-486.8165
-485.85075
-484.885
-483.91925
-482.9535
-481.98775
-481.022
-480.05625
-479.0905
-478.12475
-477.159
-476.19325
-475.2275
-474.26175
-473.296
-472.33025
-471.3645
-470.39875
-469.433
-468.46725
-467.5015
-466.53575
-465.57
-464.627
-463.684
-462.741
-461.798
-460.855
-459.912
-458.969
-458.026
-457.083
-456.14
-455.197
-454.254
-453.311
-452.368
-451.425
-450.482
-449.539
-448.596
-447.653
-446.71
-445.767
-444.824
-443.881
-442.938
-441.995
-441.052
-440.109
-439.166
-438.223
-437.28
-436.337
-435.394
-434.451
-433.508
-432.565
-431.622
-430.679
-429.736
-428.793
-427.85
-426.89175
-425.9335
-424.97525
-424.017
-423.05875
-422.1005
-421.14225
-420.184
-419.22575
-418.2675
-417.30925
-416.351
-415.39275
-414.4345
-413.47625
-412.518
-411.55975
-410.6015
-409.64325
-408.685
-407.72675
-406.7685
-405.81025
-404.852
-403.89375
-402.9355
-401.97725
-401.019
-400.06075
-399.1025
-398.14425
-397.186
-396.22775
-395.2695
-394.31125
-393.353
-392.39475
-391.4365
-390.47825
-389.52
-388.61025
-387.7005
-386.79075
-385.881
-384.97125
-384.0615
-383.15175
-382.242
-381.33225
-380.4225
-379.51275
-378.603
-377.69325
-376.7835
-375.87375
-374.964
-374.05425
-373.1445
-372.23475
-371.325
-370.41525
-369.5055
-368.59575
-367.686
-366.77625
-365.8665
-364.95675
-364.047
-363.13725
-362.2275
-361.31775
-360.408
-359.49825
-358.5885
-357.67875
-356.769
-355.85925
-354.9495
-354.03975
-353.13
-352.26175
-351.3935
-350.52525
-349.657
-348.78875
-347.9205
-347.05225
-346.184
-345.31575
-344.4475
-343.57925
-342.711
-341.84275
-340.9745
-340.10625
-339.238
-338.36975
-337.5015
-336.63325
-335.765
-334.89675
-334.0285
-333.16025
-332.292
-331.42375
-330.5555
-329.68725
-328.819
-327.95075
-327.0825
-326.21425
-325.346
-324.47775
-323.6095
-322.74125
-321.873
-321.00475
-320.1365
-319.26825
-318.4
-317.55175
-316.7035
-315.85525
-315.007
-314.15875
-313.3105
-312.46225
-311.614
-310.76575
-309.9175
-309.06925
-308.221
-307.37275
-306.5245
-305.67625
-304.828
-303.97975
-303.1315
-302.28325
-301.435
-300.58675
-299.7385
-298.89025
-298.042
-297.19375
-296.3455
-295.49725
-294.649
-293.80075
-292.9525
-292.10425
-291.256
-290.40775
-289.5595
-288.71125
-287.863
-287.01475
-286.1665
-285.31825
-284.47
-283.67025
-282.8705
-282.07075
-281.271
-280.47125
-279.6715
-278.87175
-278.072
-277.27225
-276.4725
-275.67275
-274.873
-274.07325
-273.2735
-272.47375
-271.674
-270.87425
-270.0745
-269.27475
-268.475
-267.67525
-266.8755
-266.07575
-265.276
-264.47625
-263.6765
-262.87675
-262.077
-261.27725
-260.4775
-259.67775
-258.878
-258.07825
-257.2785
-256.47875
-255.679
-254.87925
-254.0795
-253.27975
-252.48
-251.6565
-250.833
-250.0095
-249.186
-248.3625
-247.539
-246.7155
-245.892
-245.0685
-244.245
-243.4215
-242.598
