Beta
0
0.24
0.48
0.72
0.96
1.2
1.44
1.68
1.92
2.16
2.397657877
2.397657877
2.397657877
2.397657877
2.397657877
2.397657877
2.397657877
2.397657877
2.397657877
2.397657877
2.397657877
2.248102594
2.09854731
1.948992027
1.799436744
1.649881461
1.500326177
1.350770894
1.201215611
1.051660327
0.902105044
0.87323633
0.844367616
0.815498902
0.786630187
0.757761473
0.728892759
0.700024045
0.671155331
0.642286617
0.613417903
0.584549188
0.555680474
0.52681176
0.497943046
0.469074332
0.440205618
0.411336903
0.382468189
0.353599475
0.324730761
0.318164772
0.311598784
0.305032795
0.298466807
0.291900818
0.285334829
0.278768841
0.272202852
0.265636864
0.259070875
0.252504886
0.245938898
0.239372909
0.232806921
0.226240932
0.219674943
0.213108955
0.206542966
0.199976978
0.193410989
0.187913992
0.182416994
0.176919997
0.171422999
0.165926002
0.160429004
0.154932007
0.149435009
0.143938012
0.138441014
0.132944016
0.127447019
0.121950021
0.116453024
0.110956027
0.105459029
0.099962031
0.094465034
0.088968037
0.083471039
0.08146927
0.079467501
0.077465732
0.075463963
0.073462194
0.071460425
0.069458656
0.067456887
0.065455118
0.063453349
0.061451579
0.05944981
0.057448041
0.055446272
0.053444503
0.051442734
0.049440965
0.047439196
0.045437427
0.043435658
0.044416511
0.045397364
0.046378217
0.04735907
0.048339924
0.049320777
0.05030163
0.051282483
0.052263336
0.053244189
0.054225042
0.055205895
0.056186748
0.057167601
0.058148455
0.059129308
0.060110161
0.061091014
0.062071867
0.06305272
0.061324622
0.059596524
0.057868426
0.056140328
0.054412231
0.052684133
0.050956035
0.049227937
0.047499839
0.045771741
0.044043643
0.042315545
0.040587447
0.038859349
0.037131252
0.035403154
0.033675056
0.031946958
0.03021886
0.028490762
0.031410339
0.034329917
0.037249494
0.040169071
0.043088649
0.046008226
0.048927803
0.05184738
0.054766958
0.057686535
0.060606112
0.06352569
0.066445267
0.069364844
0.072284422
0.075203999
0.078123576
0.081043153
0.083962731
0.086882308
0.086687532
0.086492757
0.086297981
0.086103205
0.085908429
0.085713654
0.085518878
0.085324102
0.085129326
0.084934551
0.084739775
0.084544999
0.084350223
0.084155448
0.083960672
0.083765896
0.08357112
0.083376345
0.083181569
0.082986793
0.089201644
0.095416495
0.101631347
0.107846198
0.114061049
0.1202759
0.126490751
0.132705603
0.138920454
0.145135305
0.151350156
0.157565007
0.163779859
0.16999471
0.176209561
0.182424412
0.188639263
0.194854115
0.201068966
0.207283817
0.204011767
0.200739716
0.197467666
0.194195616
0.190923566
0.187651515
0.184379465
0.181107415
0.177835364
0.174563314
0.171291264
0.168019213
0.164747163
0.161475113
0.158203063
0.154931012
0.151658962
0.148386912
0.145114861
0.141842811
0.138028996
0.134215181
0.130401366
0.126587551
0.122773736
0.118959921
0.115146106
0.111332291
0.107518476
0.103704661
0.099890846
0.096077031
0.092263216
0.088449401
0.084635586
0.080821771
0.077007956
0.073194141
0.069380326
0.065566511
0.070087494
0.074608476
0.079129459
0.083650442
0.088171424
0.092692407
0.09721339
0.101734372
0.106255355
0.110776338
0.11529732
0.119818303
0.124339285
0.128860268
0.133381251
0.137902233
0.142423216
0.146944199
0.151465181
0.155986164
0.152399301
0.148812439
0.145225576
0.141638713
0.138051851
0.134464988
0.130878125
0.127291263
0.1237044
0.120117538
0.116530675
0.112943812
0.10935695
0.105770087
0.102183224
0.098596362
0.095009499
0.091422636
0.087835774
0.084248911
0.082991523
0.081734136
0.080476748
0.07921936
0.077961972
0.076704584
0.075447197
0.074189809
0.072932421
0.071675034
0.070417646
0.069160258
0.06790287
0.066645483
0.065388095
0.064130707
0.062873319
0.061615932
0.060358544
0.059101156
0.060721644
0.062342133
0.063962621
0.06558311
0.067203598
0.068824086
0.070444575
0.072065063
0.073685552
0.07530604
0.076926528
0.078547017
0.080167505
0.081787994
0.083408482
0.08502897
0.086649459
0.088269947
0.089890436
0.091510924
0.092085784
0.092660644
0.093235504
0.093810363
0.094385223
0.094960083
0.095534943
0.096109803
0.096684663
0.097259523
0.097834382
0.098409242
0.098984102
0.099558962
0.100133822
0.100708682
0.101283541
0.101858401
0.102433261
0.103008121
0.103214733
0.103421344
0.103627956
0.103834568
0.10404118
0.104247791
0.104454403
0.104661015
0.104867626
0.105074238
0.10528085
0.105487461
0.105694073
0.105900685
0.106107297
0.106313908
0.10652052
0.106727132
0.106933743
0.107140355
0.111323278
0.115506202
0.119689125
0.123872048
0.128054972
0.132237895
0.136420818
0.140603741
0.144786665
0.148969588
0.153152511
0.157335435
0.161518358
0.165701281
0.169884205
0.174067128
0.178250051
0.182432974
0.186615898
0.190798821
0.189160693
0.187522565
0.185884437
0.184246309
0.182608181
0.180970053
0.179331925
0.177693797
0.176055669
0.174417542
0.172779414
0.171141286
0.169503158
0.16786503
0.166226902
0.164588774
0.162950646
0.161312518
0.15967439
0.158036262
0.151311389
0.144586515
0.137861642
0.131136769
0.124411896
0.117687022
0.110962149
0.104237276
0.097512402
0.090787529
0.084062656
0.077337782
0.070612909
0.063888036
0.057163163
0.050438289
0.043713416
0.036988543
0.030263669
0.023538796
0.025037156
0.026535516
0.028033876
0.029532236
0.031030596
0.032528956
0.034027316
0.035525676
0.037024036
0.038522396
0.040020756
0.041519116
0.043017476
0.044515836
0.046014196
0.047512556
0.049010916
0.050509276
0.052007636
0.053505996
0.053206062
0.052906129
0.052606195
0.052306261
0.052006328
0.051706394
0.05140646
0.051106527
0.050806593
0.050506659
0.050206726
0.049906792
0.049606859
0.049306925
0.049006991
0.048707058
0.048407124
0.04810719
0.047807257
0.047507323
0.046039972
0.04457262
0.043105269
0.041637917
0.040170566
0.038703214
0.037235863
0.035768511
0.03430116
0.032833809
0.031366457
0.029899106
0.028431754
0.026964403
0.025497051
0.0240297
0.022562348
0.021094997
0.019627645
0.018160294
0.020334119
0.022507945
0.02468177
0.026855595
0.029029421
0.031203246
0.033377071
0.035550896
0.037724722
0.039898547
0.042072372
0.044246198
0.046420023
0.048593848
0.050767674
0.052941499
0.055115324
0.057289149
0.059462975
0.0616368
0.0623526
0.063068399
0.063784199
0.064499999
0.065215799
0.065931598
0.066647398
0.067363198
0.068078997
0.068794797
0.069510597
0.070226396
0.070942196
0.071657996
0.072373796
0.073089595
0.073805395
0.074521195
0.075236994
0.075952794
0.074895792
0.07383879
0.072781788
0.071724786
0.070667784
0.069610782
0.06855378
0.067496778
0.066439776
0.065382775
0.064325773
0.063268771
0.062211769
0.061154767
0.060097765
0.059040763
0.057983761
0.056926759
0.055869757
0.054812755
0.054078046
0.053343338
0.052608629
0.051873921
0.051139212
0.050404503
0.049669795
0.048935086
0.048200378
0.047465669
0.04673096
0.045996252
0.045261543
0.044526835
0.043792126
0.043057417
0.042322709
0.041588
0.040853292
0.040118583
0.042529853
0.044941123
0.047352394
0.049763664
0.052174934
0.054586204
0.056997474
0.059408745
0.061820015
0.064231285
0.066642555
0.069053825
0.071465096
0.073876366
0.076287636
0.078698906
0.081110176
0.083521447
0.085932717
0.088343987
0.088343987
0.088343987
0.088343987
0.088343987
0.088343987
0.088343987
0.088343987
0.088343987
0.088343987
0.088343987
0
